iteration,loss
585,30324677410816.0
586,30311012368384.0
587,30296728666112.0
588,30284126879744.0
589,30265904726016.0
590,30248852783104.0
591,30233908477952.0
592,30219448614912.0
593,30206020550656.0
594,30190268841984.0
595,30172778594304.0
596,30158467629056.0
597,30144607551488.0
598,30131269664768.0
599,30114284830720.0
600,30100070334464.0
601,30083970498560.0
602,30066392170496.0
603,30050290237440.0
604,30034993610752.0
605,30018575007744.0
606,29998924693504.0
607,29981394599936.0
608,29960381136896.0
609,29937379573760.0
610,29923402055680.0
611,29908799586304.0
612,29891812655104.0
613,29878583820288.0
614,29865354985472.0
615,29850444234752.0
616,29836013731840.0
617,29819590934528.0
618,29805640679424.0
619,29792315375616.0
620,29774839808000.0
621,29761933934592.0
622,29747595706368.0
623,29733536399360.0
624,29716505427968.0
625,29701525471232.0
626,29685851357184.0
627,29670294683648.0
628,29654914170880.0
629,29637407145984.0
630,29620174848000.0
631,29604670603264.0
632,29588249903104.0
633,29569574764544.0
634,29544081784832.0
635,29523621969920.0
636,29500066758656.0
637,29483109187584.0
638,29466067730432.0
639,29450481696768.0
640,29433180192768.0
641,29417847914496.0
642,29402683408384.0
643,29389481836544.0
644,29373518315520.0
645,29359393996800.0
646,29346131607552.0
647,29326240120832.0
648,29307258798080.0
649,29281960853504.0
650,29251698950144.0
651,29231075557376.0
652,29212964552704.0
653,29200465526784.0
654,29188897636352.0
655,29172009271296.0
656,29152841302016.0
657,29134577205248.0
658,29100318130176.0
659,29084484632576.0
660,29069244628992.0
661,29054623285248.0
662,29039658008576.0
663,29025607090176.0
664,29011587629056.0
665,29000971845632.0
666,28985935265792.0
667,28973918584832.0
668,28960855425024.0
669,28948564017152.0
670,28937105178624.0
671,28923438039040.0
672,28910811086848.0
673,28900052697088.0
674,28889539674112.0
675,28877797720064.0
676,28865007190016.0
677,28852793376768.0
678,28837152817152.0
679,28825230508032.0
680,28811571757056.0
681,28796648423424.0
682,28779172855808.0
683,28765308583936.0
684,28749466697728.0
685,28738179825664.0
686,28726876176384.0
687,28714765123584.0
688,28703666995200.0
689,28690679332864.0
690,28677242880000.0
691,28664278286336.0
692,28652890750976.0
693,28642000240640.0
694,28631107633152.0
695,28617679568896.0
696,28604482191360.0
697,28592161423360.0
698,28577022083072.0
699,28565940731904.0
700,28553741598720.0
701,28540416294912.0
702,28529569824768.0
703,28518463307776.0
704,28507138686976.0
705,28491663802368.0
706,28478544019456.0
707,28462672773120.0
708,28451635462144.0
709,28436372389888.0
710,28420406771712.0
711,28402201395200.0
712,28388777525248.0
713,28374810492928.0
714,28364427493376.0
715,28351710363648.0
716,28339924369408.0
717,28327771373568.0
718,28315932950528.0
719,28302897053696.0
720,28290362376192.0
721,28277594914816.0
722,28266465329152.0
723,28254582865920.0
724,28240060088320.0
725,28225197572096.0
726,28213105393664.0
727,28201132752896.0
728,28187004239872.0
729,28171286085632.0
730,28154108313600.0
731,28137790373888.0
732,28126604165120.0
733,28114658787328.0
734,28101566267392.0
735,28090531053568.0
736,28078325628928.0
737,28066065678336.0
738,28054827040768.0
739,28043298996224.0
740,28028201598976.0
741,28012252758016.0
742,27994290651136.0
743,27975758118912.0
744,27958123167744.0
745,27939380920320.0
746,27924671496192.0
747,27910486360064.0
748,27897773424640.0
749,27879855357952.0
750,27869700947968.0
751,27859504594944.0
752,27850000302080.0
753,27838363205632.0
754,27825142759424.0
755,27812450795520.0
756,27800054530048.0
757,27789751222272.0
758,27778959278080.0
759,27757364903936.0
760,27737943179264.0
761,27725226049536.0
762,27713681227776.0
763,27702318858240.0
764,27690247651328.0
765,27680726581248.0
766,27669955608576.0
767,27659746672640.0
768,27649084751872.0
769,27639765008384.0
770,27630388641792.0
771,27620743839744.0
772,27610188873728.0
773,27600604889088.0
774,27588607082496.0
775,27576267440128.0
776,27562801627136.0
777,27548815720448.0
778,27535062597632.0
779,27518990024704.0
780,27508753825792.0
781,27498574249984.0
782,27486675009536.0
783,27474729631744.0
784,27463214170112.0
785,27451807760384.0
786,27437429686272.0
787,27421833166848.0
788,27407249571840.0
789,27393657929728.0
790,27380020150272.0
791,27365986009088.0
792,27347218595840.0
793,27327704596480.0
794,27314465275904.0
795,27303188889600.0
796,27294032723968.0
797,27283639238656.0
798,27272377532416.0
799,27261799497728.0
