iteration,loss
309,3901299621888.0
310,3896962187264.0
311,3891960741888.0
312,3886797029376.0
313,3881997172736.0
314,3877463130112.0
315,3870070931456.0
316,3863552983040.0
317,3858463195136.0
318,3853402767360.0
319,3848803713024.0
320,3844176871424.0
321,3839966052352.0
322,3834586333184.0
323,3830490333184.0
324,3826273746944.0
325,3822029373440.0
326,3817699278848.0
327,3812873994240.0
328,3808412303360.0
329,3803998322688.0
330,3799288119296.0
331,3793353441280.0
332,3788249235456.0
333,3784357707776.0
334,3779749478400.0
335,3775413092352.0
336,3770422394880.0
337,3765650063360.0
338,3760902897664.0
339,3757262503936.0
340,3753733259264.0
341,3748244226048.0
342,3742964121600.0
343,3739135770624.0
344,3735116840960.0
345,3729984323584.0
346,3724457017344.0
347,3720892121088.0
348,3716923260928.0
349,3713102774272.0
350,3708871770112.0
351,3704381243392.0
352,3700411334656.0
353,3696469213184.0
354,3692257607680.0
355,3689310846976.0
356,3685893537792.0
357,3681608007680.0
358,3678010605568.0
359,3674523828224.0
360,3670730342400.0
361,3667594838016.0
362,3663707504640.0
363,3658928095232.0
364,3654254854144.0
365,3650662432768.0
366,3647083905024.0
367,3644166504448.0
368,3641167314944.0
369,3637723004928.0
370,3633429872640.0
371,3629190479872.0
372,3624437547008.0
373,3620376674304.0
374,3615657558016.0
375,3611739815936.0
376,3607475257344.0
377,3604259012608.0
378,3601064525824.0
379,3598213185536.0
380,3594912006144.0
381,3591674265600.0
382,3588666425344.0
383,3585258291200.0
384,3581581983744.0
385,3578344505344.0
386,3575043850240.0
387,3571970211840.0
388,3568661430272.0
389,3565517012992.0
390,3562595155968.0
391,3559261208576.0
392,3556209590272.0
393,3552521224192.0
394,3549216899072.0
395,3545154453504.0
396,3541047181312.0
397,3536188866560.0
398,3531570151424.0
399,3528157560832.0
